reference,id_product,name,description_short,description,picture_link,meta_description,id_shop_default,price_with_tax,id_tax_rules_group,active
16256,81-1207,"Käseleberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)","Albers Leberkäse mit Emmentaler, Pistatien und rotem Paprika verfeinert und im Ofen wunderbar knusprig gebacken. Ein hochgenuss für alle die auf geschmolzenen Käse stehen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E623, SELLERIE; PISTATIEN, LACTOSE",http://www.alber-der-metzger.de/59-thickbox_default/kaseleberkase.jpg,,1,5.66,2,1
16253,81-1204,"Käseleberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)","Albers Leberkäse mit Emmentaler, Pistatien und rotem Paprika verfeinert und im Ofen wunderbar knusprig gebacken. Ein hochgenuss für alle die auf geschmolzenen Käse stehen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E623, SELLERIE; PISTATIEN, LACTOSE",http://www.alber-der-metzger.de/59-thickbox_default/kaseleberkase.jpg,,1,4.00,2,1
16261,82-1210,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)","Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,,1,1.09,2,1
16267,82-1216,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1000g am Stück)","Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,,1,9.39,2,1
16264,82-1213,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)","Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,,1,3.19,2,1
16268,82-1217,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 2000g am Stück)","Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,,1,18.58,2,1
16265,82-1214,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)","Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,,1,4.25,2,1
16262,82-1211,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)","Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,,1,2.15,2,1
16269,82-1218,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1 Scheibe mit ca. 100 Gramm)","Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,,1,0.95,2,1
16266,82-1215,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)","Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,,1,4.75,2,1
16263,82-1212,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 250 Gramm geschnitten)","Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,,1,2.68,2,1
16271,83-1219,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)","Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,,1,1.30,2,1
16277,83-1225,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)","Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,,1,5.79,2,1
16274,83-1222,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)","Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,,1,3.88,2,1
16278,83-1226,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1000g am Stück)","Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,,1,11.39,2,1
16275,83-1223,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)","Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,,1,5.15,2,1
16272,83-1220,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)","Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,,1,2.59,2,1
16279,83-1227,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 2000g am Stück)","Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,,1,21.39,2,1
16276,83-1224,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1 Scheibe mit ca. 100 Gramm)","Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,,1,1.19,2,1
16273,83-1221,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 250 Gramm geschnitten)","Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,,1,3.23,2,1
16292,85-111,"Stangenlyoner (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: ca. 1000 Gramm Stange)","Aus reinem Schweinefleisch hergestellt. Die Würzung aus Pfeffer, Kümmel, Cardamon, Knoblauch und Zwiebel harmoniert perfekt im Wurstsalat mit den Aromen des Dressings. Schmeckt am besten mit ein paar Zwiebelringen und einem Sud aus Weißweinessig und Sonnenblumenöl. Man nett es auch bayerischer Wurstsalat...für eine Portion benötigt man ca. 200 Gramm Wurst.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120; SELLERIE; SENF",http://www.alber-der-metzger.de/63-thickbox_default/stangenlyoner.jpg,,1,8.99,2,1
16291,85-110,"Stangenlyoner (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)","Aus reinem Schweinefleisch hergestellt. Die Würzung aus Pfeffer, Kümmel, Cardamon, Knoblauch und Zwiebel harmoniert perfekt im Wurstsalat mit den Aromen des Dressings. Schmeckt am besten mit ein paar Zwiebelringen und einem Sud aus Weißweinessig und Sonnenblumenöl. Man nett es auch bayerischer Wurstsalat...für eine Portion benötigt man ca. 200 Gramm Wurst.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120; SELLERIE; SENF",http://www.alber-der-metzger.de/63-thickbox_default/stangenlyoner.jpg,,1,4.19,2,1
17301,86-1228,"bayerische Milzwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 2 Scheibe a 90 Gramm)","Hergestellt aus frischem Kalbsbrät und Schlachfrischer Milz, abgeschmeckt mit Kümmel, Petersilie und Zwiebel. Schmeckt am besten paniert mit frischem Kartoffelsalat und Preiselbeermarmelade.","Schweinefleisch, Rindfleisch, Schweinemilz, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, SELLERIE",http://www.alber-der-metzger.de/64-thickbox_default/milzwurst.jpg,,1,1.79,2,1
17303,86-1230,"bayerische Milzwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 6 Scheiben a 90 Gramm)","Hergestellt aus frischem Kalbsbrät und Schlachfrischer Milz, abgeschmeckt mit Kümmel, Petersilie und Zwiebel. Schmeckt am besten paniert mit frischem Kartoffelsalat und Preiselbeermarmelade.","Schweinefleisch, Rindfleisch, Schweinemilz, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, SELLERIE",http://www.alber-der-metzger.de/64-thickbox_default/milzwurst.jpg,,1,5.19,2,1
17304,86-1231,"bayerische Milzwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1000g am Stück)","Hergestellt aus frischem Kalbsbrät und Schlachfrischer Milz, abgeschmeckt mit Kümmel, Petersilie und Zwiebel. Schmeckt am besten paniert mit frischem Kartoffelsalat und Preiselbeermarmelade.","Schweinefleisch, Rindfleisch, Schweinemilz, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, SELLERIE",http://www.alber-der-metzger.de/64-thickbox_default/milzwurst.jpg,,1,9.29,2,1
17305,86-1232,"bayerische Milzwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1/2 Stange a 1400 Gramm)","Hergestellt aus frischem Kalbsbrät und Schlachfrischer Milz, abgeschmeckt mit Kümmel, Petersilie und Zwiebel. Schmeckt am besten paniert mit frischem Kartoffelsalat und Preiselbeermarmelade.","Schweinefleisch, Rindfleisch, Schweinemilz, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, SELLERIE",http://www.alber-der-metzger.de/64-thickbox_default/milzwurst.jpg,,1,12.99,2,1
17302,86-1229,"bayerische Milzwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 4 Scheiben a 90 Gramm)","Hergestellt aus frischem Kalbsbrät und Schlachfrischer Milz, abgeschmeckt mit Kümmel, Petersilie und Zwiebel. Schmeckt am besten paniert mit frischem Kartoffelsalat und Preiselbeermarmelade.","Schweinefleisch, Rindfleisch, Schweinemilz, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, SELLERIE",http://www.alber-der-metzger.de/64-thickbox_default/milzwurst.jpg,,1,3.55,2,1
16326,88-1238,"Käsebierwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)",unsere Bierwurst mit 15% Emmentaler verfeinert....,"Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler 15% (Pasteurisierte Kuhmilch, Speisesalz, Reifungskulturen, mikrobielles Lab, Calciumchlorid, Trennmittel Kartoffelstärke). Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E127; SENF; SELLERIE; LAKTOSE",http://www.alber-der-metzger.de/66-thickbox_default/kasebierwurst.jpg,,1,6.75,2,1
16323,88-1235,"Käsebierwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 250 Gramm geschnitten)",unsere Bierwurst mit 15% Emmentaler verfeinert....,"Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler 15% (Pasteurisierte Kuhmilch, Speisesalz, Reifungskulturen, mikrobielles Lab, Calciumchlorid, Trennmittel Kartoffelstärke). Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E127; SENF; SELLERIE; LAKTOSE",http://www.alber-der-metzger.de/66-thickbox_default/kasebierwurst.jpg,,1,3.73,2,1
16327,88-1239,"Käsebierwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: halbe Stange ca. 1,4 Kg)",unsere Bierwurst mit 15% Emmentaler verfeinert....,"Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler 15% (Pasteurisierte Kuhmilch, Speisesalz, Reifungskulturen, mikrobielles Lab, Calciumchlorid, Trennmittel Kartoffelstärke). Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E127; SENF; SELLERIE; LAKTOSE",http://www.alber-der-metzger.de/66-thickbox_default/kasebierwurst.jpg,,1,17.49,2,1
16324,88-1236,"Käsebierwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",unsere Bierwurst mit 15% Emmentaler verfeinert....,"Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler 15% (Pasteurisierte Kuhmilch, Speisesalz, Reifungskulturen, mikrobielles Lab, Calciumchlorid, Trennmittel Kartoffelstärke). Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E127; SENF; SELLERIE; LAKTOSE",http://www.alber-der-metzger.de/66-thickbox_default/kasebierwurst.jpg,,1,4.39,2,1
16321,88-1233,"Käsebierwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",unsere Bierwurst mit 15% Emmentaler verfeinert....,"Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler 15% (Pasteurisierte Kuhmilch, Speisesalz, Reifungskulturen, mikrobielles Lab, Calciumchlorid, Trennmittel Kartoffelstärke). Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E127; SENF; SELLERIE; LAKTOSE",http://www.alber-der-metzger.de/66-thickbox_default/kasebierwurst.jpg,,1,1.49,2,1
16325,88-1237,"Käsebierwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",unsere Bierwurst mit 15% Emmentaler verfeinert....,"Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler 15% (Pasteurisierte Kuhmilch, Speisesalz, Reifungskulturen, mikrobielles Lab, Calciumchlorid, Trennmittel Kartoffelstärke). Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E127; SENF; SELLERIE; LAKTOSE",http://www.alber-der-metzger.de/66-thickbox_default/kasebierwurst.jpg,,1,5.85,2,1
16322,88-1234,"Käsebierwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",unsere Bierwurst mit 15% Emmentaler verfeinert....,"Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler 15% (Pasteurisierte Kuhmilch, Speisesalz, Reifungskulturen, mikrobielles Lab, Calciumchlorid, Trennmittel Kartoffelstärke). Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E127; SENF; SELLERIE; LAKTOSE",http://www.alber-der-metzger.de/66-thickbox_default/kasebierwurst.jpg,,1,2.98,2,1
16376,93-653,"Putenbierschinken (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)",Bierschinkenwurst aus reinem Geflügelfleisch,"Zutaten: 86% Putenfleisch, Trinkwasser, Nitritpökelsalz (Salz, Konservierungsstoff: Natriumnitrit), 2% Rapsöl, Dextrose, Glukosesirup, Stabilisatoren: Natriumcitrate, Diphosphate; Gewürze, Gewürzextrakte Antioxidationsmittel: Ascorbinsäure, Natriumascorbat.",http://www.alber-der-metzger.de/423-thickbox_default/putenbierschinken.jpg,,1,7.49,2,1
16373,93-650,"Putenbierschinken (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 250 Gramm geschnitten)",Bierschinkenwurst aus reinem Geflügelfleisch,"Zutaten: 86% Putenfleisch, Trinkwasser, Nitritpökelsalz (Salz, Konservierungsstoff: Natriumnitrit), 2% Rapsöl, Dextrose, Glukosesirup, Stabilisatoren: Natriumcitrate, Diphosphate; Gewürze, Gewürzextrakte Antioxidationsmittel: Ascorbinsäure, Natriumascorbat.",http://www.alber-der-metzger.de/423-thickbox_default/putenbierschinken.jpg,,1,4.25,2,1
1637,93-654,"Putenbierschinken (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1/2 Stange a ca. 1,2 Kg)",Bierschinkenwurst aus reinem Geflügelfleisch,"Zutaten: 86% Putenfleisch, Trinkwasser, Nitritpökelsalz (Salz, Konservierungsstoff: Natriumnitrit), 2% Rapsöl, Dextrose, Glukosesirup, Stabilisatoren: Natriumcitrate, Diphosphate; Gewürze, Gewürzextrakte Antioxidationsmittel: Ascorbinsäure, Natriumascorbat.",http://www.alber-der-metzger.de/423-thickbox_default/putenbierschinken.jpg,,1,15.99,2,1
16374,93-651,"Putenbierschinken (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",Bierschinkenwurst aus reinem Geflügelfleisch,"Zutaten: 86% Putenfleisch, Trinkwasser, Nitritpökelsalz (Salz, Konservierungsstoff: Natriumnitrit), 2% Rapsöl, Dextrose, Glukosesirup, Stabilisatoren: Natriumcitrate, Diphosphate; Gewürze, Gewürzextrakte Antioxidationsmittel: Ascorbinsäure, Natriumascorbat.",http://www.alber-der-metzger.de/423-thickbox_default/putenbierschinken.jpg,,1,5.07,2,1
16371,93-648,"Putenbierschinken (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",Bierschinkenwurst aus reinem Geflügelfleisch,"Zutaten: 86% Putenfleisch, Trinkwasser, Nitritpökelsalz (Salz, Konservierungsstoff: Natriumnitrit), 2% Rapsöl, Dextrose, Glukosesirup, Stabilisatoren: Natriumcitrate, Diphosphate; Gewürze, Gewürzextrakte Antioxidationsmittel: Ascorbinsäure, Natriumascorbat.",http://www.alber-der-metzger.de/423-thickbox_default/putenbierschinken.jpg,,1,1.72,2,1
16375,93-652,"Putenbierschinken (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",Bierschinkenwurst aus reinem Geflügelfleisch,"Zutaten: 86% Putenfleisch, Trinkwasser, Nitritpökelsalz (Salz, Konservierungsstoff: Natriumnitrit), 2% Rapsöl, Dextrose, Glukosesirup, Stabilisatoren: Natriumcitrate, Diphosphate; Gewürze, Gewürzextrakte Antioxidationsmittel: Ascorbinsäure, Natriumascorbat.",http://www.alber-der-metzger.de/423-thickbox_default/putenbierschinken.jpg,,1,6.69,2,1
