article_nr,title,tax,price,short_desc,long_desc,picture,stock
16223,"Asiasülze (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,5.35,,,http://www.alber-der-metzger.de/415-thickbox_default/asiasulze.jpg,-1
16237,"altbayerischer Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1000g am Stück)",7.00,12.49,"""Unser Grober"" wird aus bestem Rind- und Schweinefleisch hergestellt. Würzig abgeschmeckt mit feiner Zwiebelnote und im Ofen knusprig gebacken. Schmeckt besonder auf frischem Bauernbrot.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621, SELLERIE,",http://www.alber-der-metzger.de/57-thickbox_default/altbayerischer-leberkase.jpg,-1
16234,"altbayerischer Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",7.00,5.29,"""Unser Grober"" wird aus bestem Rind- und Schweinefleisch hergestellt. Würzig abgeschmeckt mit feiner Zwiebelnote und im Ofen knusprig gebacken. Schmeckt besonder auf frischem Bauernbrot.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621, SELLERIE,",http://www.alber-der-metzger.de/57-thickbox_default/altbayerischer-leberkase.jpg,-1
16231,"altbayerischer Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",7.00,1.35,"""Unser Grober"" wird aus bestem Rind- und Schweinefleisch hergestellt. Würzig abgeschmeckt mit feiner Zwiebelnote und im Ofen knusprig gebacken. Schmeckt besonder auf frischem Bauernbrot.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621, SELLERIE,",http://www.alber-der-metzger.de/57-thickbox_default/altbayerischer-leberkase.jpg,-1
16235,"altbayerischer Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1 Scheibe mit ca. 100 Gramm)",7.00,1.29,"""Unser Grober"" wird aus bestem Rind- und Schweinefleisch hergestellt. Würzig abgeschmeckt mit feiner Zwiebelnote und im Ofen knusprig gebacken. Schmeckt besonder auf frischem Bauernbrot.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621, SELLERIE,",http://www.alber-der-metzger.de/57-thickbox_default/altbayerischer-leberkase.jpg,-1
16232,"altbayerischer Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",7.00,2.70,"""Unser Grober"" wird aus bestem Rind- und Schweinefleisch hergestellt. Würzig abgeschmeckt mit feiner Zwiebelnote und im Ofen knusprig gebacken. Schmeckt besonder auf frischem Bauernbrot.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621, SELLERIE,",http://www.alber-der-metzger.de/57-thickbox_default/altbayerischer-leberkase.jpg,-1
16236,"altbayerischer Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)",7.00,6.25,"""Unser Grober"" wird aus bestem Rind- und Schweinefleisch hergestellt. Würzig abgeschmeckt mit feiner Zwiebelnote und im Ofen knusprig gebacken. Schmeckt besonder auf frischem Bauernbrot.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621, SELLERIE,",http://www.alber-der-metzger.de/57-thickbox_default/altbayerischer-leberkase.jpg,-1
16233,"altbayerischer Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,4.05,"""Unser Grober"" wird aus bestem Rind- und Schweinefleisch hergestellt. Würzig abgeschmeckt mit feiner Zwiebelnote und im Ofen knusprig gebacken. Schmeckt besonder auf frischem Bauernbrot.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621, SELLERIE,",http://www.alber-der-metzger.de/57-thickbox_default/altbayerischer-leberkase.jpg,-1
16247,"feueriger Chillileberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 2000g am Stück)",7.00,20.99,Feurig mit Chili und Pfefferoni; im Ofen gebacken,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E622, SELLERIE",http://www.alber-der-metzger.de/58-thickbox_default/chillileberkase.jpg,-1
16244,"feueriger Chillileberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1 Scheibe mit ca. 100 Gramm)",7.00,1.09,Feurig mit Chili und Pfefferoni; im Ofen gebacken,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E622, SELLERIE",http://www.alber-der-metzger.de/58-thickbox_default/chillileberkase.jpg,-1
16241,"feueriger Chillileberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",7.00,1.33,Feurig mit Chili und Pfefferoni; im Ofen gebacken,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E622, SELLERIE",http://www.alber-der-metzger.de/58-thickbox_default/chillileberkase.jpg,-1
16245,"feueriger Chillileberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)",7.00,5.35,Feurig mit Chili und Pfefferoni; im Ofen gebacken,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E622, SELLERIE",http://www.alber-der-metzger.de/58-thickbox_default/chillileberkase.jpg,-1
16242,"feueriger Chillileberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",7.00,2.18,Feurig mit Chili und Pfefferoni; im Ofen gebacken,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E622, SELLERIE",http://www.alber-der-metzger.de/58-thickbox_default/chillileberkase.jpg,-1
16246,"feueriger Chillileberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1000g am Stück)",7.00,10.75,Feurig mit Chili und Pfefferoni; im Ofen gebacken,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E622, SELLERIE",http://www.alber-der-metzger.de/58-thickbox_default/chillileberkase.jpg,-1
16243,"feueriger Chillileberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,3.27,Feurig mit Chili und Pfefferoni; im Ofen gebacken,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E622, SELLERIE",http://www.alber-der-metzger.de/58-thickbox_default/chillileberkase.jpg,-1
16257,"Käseleberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1000g am Stück)",7.00,11.50,"Albers Leberkäse mit Emmentaler, Pistatien und rotem Paprika verfeinert und im Ofen wunderbar knusprig gebacken. Ein hochgenuss für alle die auf geschmolzenen Käse stehen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E623, SELLERIE; PISTATIEN, LACTOSE",http://www.alber-der-metzger.de/59-thickbox_default/kaseleberkase.jpg,-1
16254,"Käseleberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",7.00,5.40,"Albers Leberkäse mit Emmentaler, Pistatien und rotem Paprika verfeinert und im Ofen wunderbar knusprig gebacken. Ein hochgenuss für alle die auf geschmolzenen Käse stehen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E623, SELLERIE; PISTATIEN, LACTOSE",http://www.alber-der-metzger.de/59-thickbox_default/kaseleberkase.jpg,-1
16258,"Käseleberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 2000g am Stück)",7.00,16.56,"Albers Leberkäse mit Emmentaler, Pistatien und rotem Paprika verfeinert und im Ofen wunderbar knusprig gebacken. Ein hochgenuss für alle die auf geschmolzenen Käse stehen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E623, SELLERIE; PISTATIEN, LACTOSE",http://www.alber-der-metzger.de/59-thickbox_default/kaseleberkase.jpg,-1
16255,"Käseleberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1 Scheibe mit ca. 100 Gramm)",7.00,0.90,"Albers Leberkäse mit Emmentaler, Pistatien und rotem Paprika verfeinert und im Ofen wunderbar knusprig gebacken. Ein hochgenuss für alle die auf geschmolzenen Käse stehen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E623, SELLERIE; PISTATIEN, LACTOSE",http://www.alber-der-metzger.de/59-thickbox_default/kaseleberkase.jpg,-1
16252,"Käseleberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",7.00,2.60,"Albers Leberkäse mit Emmentaler, Pistatien und rotem Paprika verfeinert und im Ofen wunderbar knusprig gebacken. Ein hochgenuss für alle die auf geschmolzenen Käse stehen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E623, SELLERIE; PISTATIEN, LACTOSE",http://www.alber-der-metzger.de/59-thickbox_default/kaseleberkase.jpg,-1
16251,"Käseleberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",7.00,1.41,"Albers Leberkäse mit Emmentaler, Pistatien und rotem Paprika verfeinert und im Ofen wunderbar knusprig gebacken. Ein hochgenuss für alle die auf geschmolzenen Käse stehen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E623, SELLERIE; PISTATIEN, LACTOSE",http://www.alber-der-metzger.de/59-thickbox_default/kaseleberkase.jpg,-1
16256,"Käseleberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)",7.00,5.66,"Albers Leberkäse mit Emmentaler, Pistatien und rotem Paprika verfeinert und im Ofen wunderbar knusprig gebacken. Ein hochgenuss für alle die auf geschmolzenen Käse stehen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E623, SELLERIE; PISTATIEN, LACTOSE",http://www.alber-der-metzger.de/59-thickbox_default/kaseleberkase.jpg,-1
16253,"Käseleberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,4.00,"Albers Leberkäse mit Emmentaler, Pistatien und rotem Paprika verfeinert und im Ofen wunderbar knusprig gebacken. Ein hochgenuss für alle die auf geschmolzenen Käse stehen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E623, SELLERIE; PISTATIEN, LACTOSE",http://www.alber-der-metzger.de/59-thickbox_default/kaseleberkase.jpg,-1
16261,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",7.00,1.09,"Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,-1
16267,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1000g am Stück)",7.00,9.39,"Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,-1
16264,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,3.19,"Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,-1
16268,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 2000g am Stück)",7.00,18.58,"Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,-1
16265,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",7.00,4.25,"Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,-1
16262,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",7.00,2.15,"Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,-1
16269,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1 Scheibe mit ca. 100 Gramm)",7.00,0.95,"Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,-1
16266,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)",7.00,4.75,"Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,-1
16263,"Albers Leberkäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 250 Gramm geschnitten)",7.00,2.68,"Wer ihn Probiert hat mag nichts anderes mehr. Albers Leberkäse wird nach einem alten Familienrezept aus frischem Rind- und Schweinefleisch hergestellt. Sein einmaliges Aroma verleihet ihm eine geheime Mischung aus Pfeffer, Muskat, Knoblauch...mehr wird nicht verraten. Beim Backen im Ofen erhält er seine wunderbare Kruste und ein feines Bratenaroma. Ob warm oder kalt der schmeckt immer. Versprochen","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E624, SELLERIE, SENF",http://www.alber-der-metzger.de/60-thickbox_default/albers-leberkase.jpg,-1
16271,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",7.00,1.30,"Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,-1
16277,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)",7.00,5.79,"Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,-1
16274,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,3.88,"Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,-1
16278,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1000g am Stück)",7.00,11.39,"Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,-1
16275,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",7.00,5.15,"Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,-1
16272,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",7.00,2.59,"Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,-1
16279,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 2000g am Stück)",7.00,21.39,"Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,-1
16276,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1 Scheibe mit ca. 100 Gramm)",7.00,1.19,"Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,-1
16273,"Albers Kalbskäse (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 250 Gramm geschnitten)",7.00,3.23,"Im Aroma etwas feiner als der Leberkäse, jedoch keines Wegs weniger lecker. Find heraus welcher dein Favorit ist.","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622 SELLERIE,",http://www.alber-der-metzger.de/61-thickbox_default/kalbskase.jpg,-1
16292,"Stangenlyoner (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: ca. 1000 Gramm Stange)",7.00,8.99,"Aus reinem Schweinefleisch hergestellt. Die Würzung aus Pfeffer, Kümmel, Cardamon, Knoblauch und Zwiebel harmoniert perfekt im Wurstsalat mit den Aromen des Dressings. Schmeckt am besten mit ein paar Zwiebelringen und einem Sud aus Weißweinessig und Sonnenblumenöl. Man nett es auch bayerischer Wurstsalat...für eine Portion benötigt man ca. 200 Gramm Wurst.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120; SELLERIE; SENF",http://www.alber-der-metzger.de/63-thickbox_default/stangenlyoner.jpg,-1
16291,"Stangenlyoner (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",7.00,4.19,"Aus reinem Schweinefleisch hergestellt. Die Würzung aus Pfeffer, Kümmel, Cardamon, Knoblauch und Zwiebel harmoniert perfekt im Wurstsalat mit den Aromen des Dressings. Schmeckt am besten mit ein paar Zwiebelringen und einem Sud aus Weißweinessig und Sonnenblumenöl. Man nett es auch bayerischer Wurstsalat...für eine Portion benötigt man ca. 200 Gramm Wurst.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120; SELLERIE; SENF",http://www.alber-der-metzger.de/63-thickbox_default/stangenlyoner.jpg,-1
